id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC2090,UltraSoft 1,39,105.11,Luxurious seat cover.,seatandcover,BrandC,17.48,3.16,"(1.16, 1.26, 1.25)","{'Leather': 69, 'Foam': 32}",low,2980B9,FF0000,glossy,light
SC8491,UltraSoft 5,38,226.27,Comfortable seat cover.,seatandcover,BrandC,17.41,2.85,"(1.37, 1.35, 1.33)","{'Leather': 75, 'Foam': 20}",high,2980B9,8B4513,glossy,dust
SC9034,UltraSoft 9,46,107.74,Durable seat cover.,seatandcover,BrandC,17.41,3.44,"(1.32, 1.23, 1.02)","{'Leather': 80, 'Foam': 39}",low,FF0000,8B4513,glossy,light
SC2528,UltraSoft 1,10,112.46,Luxurious seat cover.,seatandcover,BrandC,17.46,2.71,"(1.48, 1.37, 1.21)","{'Leather': 61, 'Foam': 24}",high,2980B9,2F4F4F,glossy,light
SC6354,Premium 5,5,179.55,Comfortable seat cover.,seatandcover,BrandC,17.4,2.63,"(1.29, 1.33, 1.31)","{'Leather': 76, 'Foam': 32}",medium,2980B9,2F4F4F,unfinished,uv
SC3150,Comfy 7,12,156.05,Luxurious seat cover.,seatandcover,BrandA,17.49,2.86,"(1.37, 1.07, 1.49)","{'Leather': 73, 'Foam': 28}",undefined,D4AF37,FF0000,glossy,dust
SC3178,Comfy 7,49,218.64,Luxurious seat cover.,seatandcover,BrandB,17.4,3.22,"(1.06, 1.12, 1.13)","{'Leather': 76, 'Foam': 22}",undefined,708090,FF0000,glossy,light
SC9563,Luxury 5,47,132.77,Luxurious seat cover.,seatandcover,BrandB,17.5,3.54,"(1.08, 1.08, 1.37)","{'Leather': 70, 'Foam': 29}",undefined,F5DEB3,FF0000,glossy,light
SC1598,Luxury 2,34,239.57,Comfortable seat cover.,seatandcover,BrandC,17.43,3.32,"(1.22, 1.05, 1.34)","{'Leather': 71, 'Foam': 20}",low,FF5733,2980B9,matte,light
SC6841,UltraSoft 6,21,123.92,Scratch-resistant seat cover.,seatandcover,BrandA,17.51,3.97,"(1.24, 1.34, 1.15)","{'Leather': 65, 'Foam': 40}",low,F5DEB3,2F4F4F,glossy,dust
SC5208,UltraSoft 4,36,105.28,Scratch-resistant seat cover.,seatandcover,BrandC,17.58,3.08,"(1.26, 1.27, 1.23)","{'Leather': 72, 'Foam': 21}",undefined,2F4F4F,FF0000,glossy,dust
SC3726,Premium 9,20,123.79,Durable seat cover.,seatandcover,BrandA,17.48,3.35,"(1.32, 1.23, 1.45)","{'Leather': 75, 'Foam': 34}",undefined,FF0000,F5F5F5,glossy,scratch
SC9176,UltraSoft 1,24,238.38,Scratch-resistant seat cover.,seatandcover,BrandC,17.43,3.82,"(1.37, 1.31, 1.32)","{'Leather': 72, 'Foam': 22}",low,F5DEB3,FF5733,glossy,uv
SC6774,UltraSoft 1,49,212.74,Luxurious seat cover.,seatandcover,BrandB,17.48,3.82,"(1.39, 1.41, 1.28)","{'Leather': 61, 'Foam': 33}",undefined,F5F5F5,FF0000,glossy,scratch
SC4249,UltraSoft 3,22,245.26,Luxurious seat cover.,seatandcover,BrandC,17.42,3.53,"(1.06, 1.48, 1.32)","{'Leather': 68, 'Foam': 28}",low,2980B9,FF5733,glossy,scratch
SC2171,Luxury 6,17,217.44,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,3.13,"(1.16, 1.32, 1.18)","{'Leather': 65, 'Foam': 33}",undefined,F5F5F5,D4AF37,matte,light
SC7795,Comfy 2,42,174.86,Scratch-resistant seat cover.,seatandcover,BrandC,17.44,2.74,"(1.36, 1.08, 1.13)","{'Leather': 66, 'Foam': 23}",medium,8B4513,F5DEB3,glossy,light
SC7981,Premium 3,29,153.52,Comfortable seat cover.,seatandcover,BrandA,17.47,3.82,"(1.23, 1.41, 1.12)","{'Leather': 63, 'Foam': 25}",low,2980B9,FF0000,unfinished,scratch
SC3622,UltraSoft 3,3,242.4,Comfortable seat cover.,seatandcover,BrandC,17.55,2.89,"(1.44, 1.2, 1.38)","{'Leather': 80, 'Foam': 38}",high,F5DEB3,FF0000,unfinished,uv
SC2057,UltraSoft 1,42,223.96,Luxurious seat cover.,seatandcover,BrandA,17.47,3.29,"(1.28, 1.15, 1.36)","{'Leather': 68, 'Foam': 36}",medium,2980B9,8B4513,glossy,scratch
SC3853,Luxury 3,50,129.27,Comfortable seat cover.,seatandcover,BrandB,17.59,2.78,"(1.2, 1.02, 1.02)","{'Leather': 61, 'Foam': 25}",medium,F5F5F5,2F4F4F,unfinished,light
SC2232,UltraSoft 8,40,193.47,Durable seat cover.,seatandcover,BrandB,17.47,3.32,"(1.24, 1.24, 1.25)","{'Leather': 70, 'Foam': 25}",undefined,F5F5F5,2F4F4F,glossy,dust
SC7772,Luxury 4,1,102.25,Comfortable seat cover.,seatandcover,BrandC,17.46,2.74,"(1.19, 1.07, 1.32)","{'Leather': 72, 'Foam': 40}",high,D4AF37,F5DEB3,glossy,light
SC3834,Premium 6,40,220.03,Scratch-resistant seat cover.,seatandcover,BrandC,17.42,3.46,"(1.29, 1.18, 1.31)","{'Leather': 63, 'Foam': 26}",low,708090,F5F5F5,matte,dust
SC3094,Luxury 8,3,212.77,Durable seat cover.,seatandcover,BrandB,17.43,3.56,"(1.12, 1.45, 1.2)","{'Leather': 66, 'Foam': 36}",undefined,FF0000,DAA520,glossy,uv
SC3035,Comfy 5,39,192.45,Scratch-resistant seat cover.,seatandcover,BrandA,17.4,3.28,"(1.4, 1.14, 1.41)","{'Leather': 77, 'Foam': 31}",undefined,DAA520,F5DEB3,matte,dust
SC8218,Premium 6,4,157.35,Luxurious seat cover.,seatandcover,BrandA,17.55,3.81,"(1.47, 1.4, 1.0)","{'Leather': 79, 'Foam': 27}",undefined,F5F5F5,F5DEB3,glossy,dust
SC8508,Luxury 9,33,209.5,Luxurious seat cover.,seatandcover,BrandB,17.52,3.56,"(1.06, 1.04, 1.22)","{'Leather': 67, 'Foam': 21}",undefined,8B4513,F5DEB3,matte,uv
SC3543,UltraSoft 5,4,230.08,Comfortable seat cover.,seatandcover,BrandB,17.46,3.74,"(1.15, 1.44, 1.23)","{'Leather': 62, 'Foam': 38}",high,FF0000,DAA520,matte,uv
SC5128,Premium 9,39,168.65,Durable seat cover.,seatandcover,BrandC,17.45,3.72,"(1.08, 1.45, 1.16)","{'Leather': 65, 'Foam': 23}",high,8B4513,F5DEB3,matte,dust
SC2333,UltraSoft 7,40,156.96,Scratch-resistant seat cover.,seatandcover,BrandA,17.53,3.12,"(1.22, 1.32, 1.37)","{'Leather': 60, 'Foam': 33}",high,2F4F4F,F5F5F5,glossy,light
SC6176,Luxury 3,23,154.57,Luxurious seat cover.,seatandcover,BrandC,17.51,2.78,"(1.03, 1.22, 1.15)","{'Leather': 69, 'Foam': 29}",low,F5F5F5,DAA520,matte,dust
SC9176,UltraSoft 5,49,192.53,Comfortable seat cover.,seatandcover,BrandC,17.46,2.71,"(1.31, 1.35, 1.01)","{'Leather': 78, 'Foam': 20}",medium,708090,DAA520,glossy,scratch
SC2176,Premium 2,34,225.03,Durable seat cover.,seatandcover,BrandC,17.53,3.6,"(1.4, 1.14, 1.04)","{'Leather': 70, 'Foam': 30}",low,708090,F5DEB3,glossy,uv
SC1579,UltraSoft 1,43,106.27,Durable seat cover.,seatandcover,BrandA,17.58,3.92,"(1.15, 1.46, 1.45)","{'Leather': 71, 'Foam': 21}",high,DAA520,DAA520,unfinished,light
SC3938,Luxury 2,21,114.06,Comfortable seat cover.,seatandcover,BrandB,17.46,3.68,"(1.18, 1.12, 1.29)","{'Leather': 67, 'Foam': 35}",high,DAA520,F5DEB3,matte,light
SC2716,Luxury 3,7,131.79,Comfortable seat cover.,seatandcover,BrandA,17.57,3.15,"(1.24, 1.12, 1.42)","{'Leather': 74, 'Foam': 22}",medium,FF0000,F5DEB3,matte,dust
SC3395,UltraSoft 4,30,228.0,Durable seat cover.,seatandcover,BrandA,17.58,3.01,"(1.01, 1.32, 1.13)","{'Leather': 60, 'Foam': 36}",high,FF0000,2980B9,glossy,scratch
SC6454,Premium 8,34,237.33,Comfortable seat cover.,seatandcover,BrandC,17.42,3.71,"(1.11, 1.23, 1.47)","{'Leather': 62, 'Foam': 25}",low,F5DEB3,DAA520,matte,light
SC5519,Premium 3,5,129.21,Luxurious seat cover.,seatandcover,BrandA,17.51,3.3,"(1.33, 1.2, 1.33)","{'Leather': 61, 'Foam': 29}",medium,DAA520,F5F5F5,matte,light
SC5768,UltraSoft 8,41,195.16,Comfortable seat cover.,seatandcover,BrandC,17.52,2.68,"(1.07, 1.25, 1.01)","{'Leather': 68, 'Foam': 23}",high,FF0000,F5F5F5,matte,uv
SC1987,UltraSoft 3,14,227.45,Luxurious seat cover.,seatandcover,BrandC,17.53,2.94,"(1.41, 1.11, 1.13)","{'Leather': 65, 'Foam': 28}",low,FF5733,D4AF37,unfinished,uv
SC4835,Comfy 4,41,151.13,Comfortable seat cover.,seatandcover,BrandA,17.56,3.52,"(1.31, 1.17, 1.27)","{'Leather': 63, 'Foam': 21}",undefined,8B4513,FF0000,unfinished,light
SC7644,Luxury 7,4,162.4,Luxurious seat cover.,seatandcover,BrandC,17.56,2.6,"(1.26, 1.19, 1.5)","{'Leather': 63, 'Foam': 27}",undefined,FF5733,FF0000,matte,dust
SC6494,Premium 9,28,190.14,Luxurious seat cover.,seatandcover,BrandB,17.42,2.92,"(1.27, 1.24, 1.18)","{'Leather': 79, 'Foam': 40}",undefined,F5F5F5,FF5733,matte,uv
SC1897,UltraSoft 3,17,100.35,Durable seat cover.,seatandcover,BrandC,17.41,3.18,"(1.33, 1.33, 1.06)","{'Leather': 77, 'Foam': 32}",medium,FF0000,F5F5F5,matte,dust
SC3415,Luxury 4,7,128.76,Scratch-resistant seat cover.,seatandcover,BrandA,17.47,3.46,"(1.09, 1.3, 1.09)","{'Leather': 77, 'Foam': 26}",medium,8B4513,DAA520,unfinished,uv
SC5836,Comfy 6,49,113.06,Scratch-resistant seat cover.,seatandcover,BrandB,17.51,3.6,"(1.34, 1.17, 1.48)","{'Leather': 73, 'Foam': 28}",low,708090,D4AF37,matte,dust
SC9961,Premium 1,41,156.08,Comfortable seat cover.,seatandcover,BrandC,17.55,3.38,"(1.16, 1.2, 1.36)","{'Leather': 75, 'Foam': 27}",low,708090,8B4513,matte,light
SC4053,Luxury 8,33,221.2,Comfortable seat cover.,seatandcover,BrandB,17.46,3.81,"(1.04, 1.42, 1.05)","{'Leather': 68, 'Foam': 23}",medium,D4AF37,FF0000,matte,scratch
SC7661,UltraSoft 7,8,182.79,Durable seat cover.,seatandcover,BrandC,17.46,3.79,"(1.38, 1.17, 1.38)","{'Leather': 63, 'Foam': 36}",medium,F5DEB3,D4AF37,matte,scratch
SC7374,UltraSoft 1,23,102.35,Durable seat cover.,seatandcover,BrandB,17.58,3.57,"(1.24, 1.42, 1.02)","{'Leather': 73, 'Foam': 39}",low,2F4F4F,FF5733,matte,uv
SC9069,UltraSoft 4,50,179.78,Comfortable seat cover.,seatandcover,BrandB,17.46,2.99,"(1.01, 1.15, 1.42)","{'Leather': 74, 'Foam': 28}",medium,D4AF37,2980B9,unfinished,uv
SC7658,Luxury 5,47,161.56,Luxurious seat cover.,seatandcover,BrandB,17.6,2.62,"(1.39, 1.39, 1.25)","{'Leather': 80, 'Foam': 21}",medium,FF5733,2980B9,matte,light
SC6807,Comfy 3,11,238.32,Durable seat cover.,seatandcover,BrandB,17.43,2.71,"(1.34, 1.23, 1.23)","{'Leather': 69, 'Foam': 33}",medium,D4AF37,FF0000,unfinished,scratch
SC7482,Premium 5,41,143.97,Luxurious seat cover.,seatandcover,BrandA,17.45,3.68,"(1.48, 1.1, 1.21)","{'Leather': 70, 'Foam': 21}",low,DAA520,8B4513,glossy,uv
SC6803,Comfy 7,2,109.55,Comfortable seat cover.,seatandcover,BrandB,17.54,3.78,"(1.2, 1.22, 1.33)","{'Leather': 71, 'Foam': 36}",high,FF5733,DAA520,matte,scratch
SC4961,Comfy 2,31,120.07,Comfortable seat cover.,seatandcover,BrandC,17.51,3.4,"(1.31, 1.09, 1.13)","{'Leather': 77, 'Foam': 23}",low,FF0000,708090,unfinished,uv
SC2412,Luxury 9,9,185.39,Comfortable seat cover.,seatandcover,BrandC,17.5,3.65,"(1.24, 1.23, 1.36)","{'Leather': 68, 'Foam': 28}",high,DAA520,F5F5F5,unfinished,dust
SC4004,Comfy 5,23,222.06,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,2.53,"(1.41, 1.35, 1.2)","{'Leather': 72, 'Foam': 32}",low,2F4F4F,F5DEB3,matte,scratch
SC1191,Comfy 2,31,188.14,Durable seat cover.,seatandcover,BrandA,17.6,3.97,"(1.18, 1.39, 1.44)","{'Leather': 64, 'Foam': 29}",low,D4AF37,2980B9,glossy,scratch
SC6787,Premium 1,30,187.21,Durable seat cover.,seatandcover,BrandB,17.49,3.49,"(1.19, 1.1, 1.07)","{'Leather': 75, 'Foam': 34}",low,2980B9,2980B9,glossy,scratch
SC6417,Comfy 3,38,103.7,Scratch-resistant seat cover.,seatandcover,BrandA,17.47,2.87,"(1.24, 1.2, 1.28)","{'Leather': 79, 'Foam': 21}",undefined,F5DEB3,FF0000,glossy,light
SC1197,UltraSoft 3,14,120.59,Durable seat cover.,seatandcover,BrandB,17.59,3.71,"(1.32, 1.03, 1.14)","{'Leather': 63, 'Foam': 40}",low,D4AF37,DAA520,unfinished,scratch
SC9956,Comfy 4,9,189.04,Comfortable seat cover.,seatandcover,BrandA,17.55,3.31,"(1.45, 1.38, 1.34)","{'Leather': 70, 'Foam': 20}",high,8B4513,2980B9,glossy,uv
SC6421,UltraSoft 3,26,162.86,Durable seat cover.,seatandcover,BrandA,17.54,3.71,"(1.39, 1.26, 1.29)","{'Leather': 62, 'Foam': 28}",high,F5F5F5,D4AF37,glossy,dust
SC5556,UltraSoft 7,42,110.6,Comfortable seat cover.,seatandcover,BrandC,17.52,3.49,"(1.07, 1.27, 1.17)","{'Leather': 77, 'Foam': 27}",undefined,F5F5F5,DAA520,unfinished,uv
SC2385,Premium 8,50,236.45,Scratch-resistant seat cover.,seatandcover,BrandB,17.54,3.18,"(1.17, 1.21, 1.04)","{'Leather': 77, 'Foam': 22}",high,2980B9,D4AF37,unfinished,uv
SC6628,Luxury 7,41,239.93,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,3.64,"(1.37, 1.12, 1.31)","{'Leather': 75, 'Foam': 31}",medium,8B4513,DAA520,glossy,scratch
SC1683,UltraSoft 5,12,145.27,Scratch-resistant seat cover.,seatandcover,BrandA,17.56,3.45,"(1.21, 1.44, 1.18)","{'Leather': 73, 'Foam': 26}",medium,FF5733,2980B9,matte,scratch
SC3709,Premium 9,47,244.15,Durable seat cover.,seatandcover,BrandA,17.47,2.94,"(1.11, 1.25, 1.26)","{'Leather': 67, 'Foam': 24}",undefined,FF0000,D4AF37,glossy,uv
SC9653,Luxury 3,11,104.86,Luxurious seat cover.,seatandcover,BrandC,17.57,2.95,"(1.4, 1.18, 1.41)","{'Leather': 72, 'Foam': 27}",undefined,8B4513,FF5733,glossy,dust
SC4618,Comfy 6,42,179.56,Durable seat cover.,seatandcover,BrandA,17.45,3.48,"(1.15, 1.46, 1.49)","{'Leather': 68, 'Foam': 37}",high,FF5733,2980B9,glossy,scratch
SC8282,Premium 5,42,190.34,Comfortable seat cover.,seatandcover,BrandB,17.58,3.37,"(1.17, 1.31, 1.33)","{'Leather': 62, 'Foam': 23}",medium,F5F5F5,2980B9,matte,dust
SC8044,Premium 9,36,112.32,Scratch-resistant seat cover.,seatandcover,BrandC,17.52,2.73,"(1.17, 1.11, 1.06)","{'Leather': 74, 'Foam': 36}",undefined,2F4F4F,708090,matte,light
SC8149,Premium 4,4,159.05,Comfortable seat cover.,seatandcover,BrandC,17.5,3.4,"(1.13, 1.41, 1.15)","{'Leather': 72, 'Foam': 28}",undefined,2980B9,FF0000,unfinished,dust
SC8187,UltraSoft 5,21,103.78,Comfortable seat cover.,seatandcover,BrandA,17.55,3.19,"(1.39, 1.22, 1.14)","{'Leather': 65, 'Foam': 35}",undefined,DAA520,F5DEB3,matte,uv
SC8416,Comfy 4,45,234.08,Durable seat cover.,seatandcover,BrandB,17.51,2.98,"(1.19, 1.12, 1.24)","{'Leather': 63, 'Foam': 35}",undefined,8B4513,708090,glossy,scratch
SC7632,UltraSoft 1,43,215.8,Durable seat cover.,seatandcover,BrandB,17.44,3.6,"(1.15, 1.3, 1.4)","{'Leather': 71, 'Foam': 38}",low,2980B9,DAA520,glossy,dust
SC8537,Comfy 1,5,113.4,Luxurious seat cover.,seatandcover,BrandA,17.6,3.21,"(1.4, 1.49, 1.11)","{'Leather': 72, 'Foam': 32}",high,FF0000,2F4F4F,glossy,light
SC9922,Luxury 4,2,158.24,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,3.51,"(1.49, 1.2, 1.25)","{'Leather': 76, 'Foam': 38}",low,D4AF37,2F4F4F,glossy,scratch
SC8627,Premium 3,30,131.57,Comfortable seat cover.,seatandcover,BrandA,17.42,3.18,"(1.25, 1.4, 1.48)","{'Leather': 66, 'Foam': 28}",medium,2980B9,2980B9,unfinished,dust
SC1746,Comfy 8,26,202.06,Luxurious seat cover.,seatandcover,BrandA,17.42,3.9,"(1.46, 1.34, 1.34)","{'Leather': 80, 'Foam': 36}",undefined,DAA520,FF0000,glossy,uv
SC4351,Luxury 2,42,101.04,Durable seat cover.,seatandcover,BrandA,17.49,3.35,"(1.07, 1.12, 1.2)","{'Leather': 68, 'Foam': 30}",undefined,F5DEB3,8B4513,glossy,uv
SC4634,Comfy 1,32,194.9,Durable seat cover.,seatandcover,BrandC,17.43,3.93,"(1.22, 1.4, 1.13)","{'Leather': 63, 'Foam': 37}",low,D4AF37,2980B9,matte,dust
SC8315,Luxury 9,48,240.6,Durable seat cover.,seatandcover,BrandC,17.56,3.77,"(1.13, 1.33, 1.41)","{'Leather': 77, 'Foam': 33}",undefined,708090,FF5733,matte,scratch
SC4120,Luxury 5,40,189.42,Scratch-resistant seat cover.,seatandcover,BrandB,17.47,2.97,"(1.22, 1.41, 1.45)","{'Leather': 70, 'Foam': 33}",undefined,2F4F4F,F5F5F5,glossy,light
SC3979,Comfy 2,33,221.4,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,3.68,"(1.03, 1.16, 1.22)","{'Leather': 65, 'Foam': 30}",medium,FF0000,2980B9,unfinished,light
SC7810,Luxury 4,1,236.68,Durable seat cover.,seatandcover,BrandB,17.46,2.63,"(1.37, 1.17, 1.06)","{'Leather': 64, 'Foam': 33}",high,F5F5F5,2F4F4F,matte,dust
SC1947,Luxury 4,19,220.74,Luxurious seat cover.,seatandcover,BrandA,17.51,2.82,"(1.01, 1.46, 1.48)","{'Leather': 62, 'Foam': 37}",medium,D4AF37,DAA520,unfinished,scratch
SC6018,Comfy 9,9,202.2,Comfortable seat cover.,seatandcover,BrandB,17.45,3.52,"(1.4, 1.42, 1.15)","{'Leather': 64, 'Foam': 21}",undefined,8B4513,DAA520,matte,uv
SC1621,Comfy 5,35,249.11,Comfortable seat cover.,seatandcover,BrandC,17.4,3.1,"(1.22, 1.37, 1.16)","{'Leather': 73, 'Foam': 28}",undefined,F5DEB3,DAA520,matte,scratch
SC7101,Premium 9,25,235.25,Comfortable seat cover.,seatandcover,BrandB,17.44,2.77,"(1.49, 1.15, 1.33)","{'Leather': 64, 'Foam': 31}",undefined,708090,8B4513,matte,dust
SC9792,Comfy 9,48,196.22,Durable seat cover.,seatandcover,BrandC,17.59,3.08,"(1.37, 1.05, 1.12)","{'Leather': 61, 'Foam': 32}",high,FF0000,FF5733,matte,uv
SC1441,Comfy 5,22,245.56,Scratch-resistant seat cover.,seatandcover,BrandA,17.55,3.2,"(1.38, 1.12, 1.15)","{'Leather': 68, 'Foam': 33}",low,DAA520,F5DEB3,unfinished,light
SC2541,Comfy 8,20,190.79,Comfortable seat cover.,seatandcover,BrandC,17.41,3.57,"(1.35, 1.32, 1.31)","{'Leather': 68, 'Foam': 39}",undefined,8B4513,F5F5F5,unfinished,scratch
SC1006,Luxury 7,34,210.2,Comfortable seat cover.,seatandcover,BrandB,17.41,3.55,"(1.18, 1.04, 1.17)","{'Leather': 74, 'Foam': 25}",low,D4AF37,D4AF37,matte,light
SC8483,Luxury 4,49,191.39,Luxurious seat cover.,seatandcover,BrandC,17.54,3.06,"(1.07, 1.08, 1.16)","{'Leather': 65, 'Foam': 31}",high,2F4F4F,DAA520,unfinished,light
SC8036,UltraSoft 5,34,133.95,Comfortable seat cover.,seatandcover,BrandC,17.54,3.95,"(1.13, 1.27, 1.46)","{'Leather': 62, 'Foam': 20}",medium,2980B9,FF0000,matte,light
SC9954,Luxury 8,9,178.47,Scratch-resistant seat cover.,seatandcover,BrandC,17.51,3.55,"(1.13, 1.25, 1.26)","{'Leather': 76, 'Foam': 29}",undefined,FF0000,2F4F4F,matte,light
SC6448,Comfy 1,17,169.76,Durable seat cover.,seatandcover,BrandC,17.41,3.82,"(1.16, 1.28, 1.06)","{'Leather': 68, 'Foam': 33}",medium,2F4F4F,2980B9,glossy,light
SC1357,Comfy 3,37,248.06,Comfortable seat cover.,seatandcover,BrandA,17.58,3.16,"(1.17, 1.41, 1.3)","{'Leather': 62, 'Foam': 26}",undefined,2980B9,FF0000,matte,light
SC7823,Luxury 7,24,232.73,Durable seat cover.,seatandcover,BrandC,17.48,3.65,"(1.44, 1.1, 1.21)","{'Leather': 79, 'Foam': 26}",undefined,FF0000,DAA520,unfinished,scratch
SC3382,UltraSoft 9,1,126.24,Scratch-resistant seat cover.,seatandcover,BrandB,17.45,2.79,"(1.36, 1.29, 1.25)","{'Leather': 67, 'Foam': 36}",high,D4AF37,8B4513,unfinished,dust
SC1527,Comfy 3,3,178.88,Durable seat cover.,seatandcover,BrandA,17.42,2.54,"(1.03, 1.23, 1.36)","{'Leather': 71, 'Foam': 25}",high,D4AF37,708090,matte,dust
SC8472,Luxury 6,5,197.7,Luxurious seat cover.,seatandcover,BrandC,17.54,3.02,"(1.33, 1.32, 1.3)","{'Leather': 75, 'Foam': 20}",undefined,8B4513,D4AF37,glossy,uv
SC7741,UltraSoft 5,7,123.27,Luxurious seat cover.,seatandcover,BrandA,17.42,3.85,"(1.18, 1.44, 1.36)","{'Leather': 76, 'Foam': 29}",low,F5F5F5,2980B9,unfinished,dust
SC9544,Comfy 1,37,186.47,Luxurious seat cover.,seatandcover,BrandA,17.57,3.95,"(1.41, 1.21, 1.07)","{'Leather': 71, 'Foam': 20}",high,DAA520,8B4513,unfinished,scratch
SC9519,Premium 4,38,249.89,Scratch-resistant seat cover.,seatandcover,BrandC,17.6,2.75,"(1.03, 1.31, 1.06)","{'Leather': 65, 'Foam': 33}",low,DAA520,FF0000,glossy,light
SC6663,Premium 1,42,106.21,Scratch-resistant seat cover.,seatandcover,BrandA,17.49,3.57,"(1.36, 1.16, 1.23)","{'Leather': 80, 'Foam': 28}",high,8B4513,F5F5F5,glossy,light
SC1360,UltraSoft 5,25,143.8,Scratch-resistant seat cover.,seatandcover,BrandB,17.48,2.75,"(1.1, 1.24, 1.02)","{'Leather': 68, 'Foam': 20}",medium,FF5733,FF5733,matte,scratch
SC8937,Premium 5,39,204.76,Durable seat cover.,seatandcover,BrandB,17.42,2.95,"(1.34, 1.24, 1.08)","{'Leather': 60, 'Foam': 34}",high,708090,2F4F4F,unfinished,light
SC1590,Premium 1,21,198.77,Comfortable seat cover.,seatandcover,BrandC,17.43,2.51,"(1.37, 1.37, 1.12)","{'Leather': 66, 'Foam': 30}",high,DAA520,D4AF37,glossy,scratch
SC8265,Luxury 5,25,166.5,Luxurious seat cover.,seatandcover,BrandC,17.54,2.57,"(1.25, 1.01, 1.08)","{'Leather': 77, 'Foam': 38}",high,F5F5F5,F5DEB3,unfinished,light
SC5449,UltraSoft 8,43,153.93,Luxurious seat cover.,seatandcover,BrandC,17.42,3.01,"(1.04, 1.14, 1.01)","{'Leather': 64, 'Foam': 34}",high,FF5733,2980B9,matte,dust
SC8979,Luxury 2,13,206.81,Scratch-resistant seat cover.,seatandcover,BrandC,17.43,3.03,"(1.08, 1.47, 1.33)","{'Leather': 80, 'Foam': 23}",undefined,D4AF37,2980B9,glossy,scratch
SC3936,UltraSoft 8,37,242.78,Scratch-resistant seat cover.,seatandcover,BrandB,17.42,3.81,"(1.03, 1.09, 1.48)","{'Leather': 63, 'Foam': 28}",low,FF5733,708090,matte,light
SC5840,UltraSoft 8,15,155.73,Scratch-resistant seat cover.,seatandcover,BrandC,17.52,3.34,"(1.5, 1.05, 1.21)","{'Leather': 61, 'Foam': 22}",medium,2F4F4F,2F4F4F,matte,dust
SC6694,Luxury 6,48,170.46,Durable seat cover.,seatandcover,BrandB,17.42,2.89,"(1.35, 1.04, 1.28)","{'Leather': 70, 'Foam': 23}",low,D4AF37,DAA520,unfinished,light
SC4407,UltraSoft 6,48,182.3,Scratch-resistant seat cover.,seatandcover,BrandC,17.5,3.71,"(1.09, 1.01, 1.47)","{'Leather': 78, 'Foam': 22}",undefined,FF0000,2F4F4F,unfinished,uv
SC4324,Premium 5,32,213.52,Scratch-resistant seat cover.,seatandcover,BrandA,17.52,3.98,"(1.11, 1.01, 1.01)","{'Leather': 77, 'Foam': 26}",undefined,2F4F4F,FF5733,unfinished,dust
SC9620,Comfy 1,17,227.04,Luxurious seat cover.,seatandcover,BrandB,17.59,3.74,"(1.34, 1.46, 1.07)","{'Leather': 64, 'Foam': 25}",medium,FF5733,F5F5F5,unfinished,scratch
SC4188,Premium 5,48,145.48,Luxurious seat cover.,seatandcover,BrandA,17.4,2.78,"(1.49, 1.37, 1.2)","{'Leather': 80, 'Foam': 24}",medium,2F4F4F,F5F5F5,unfinished,scratch
SC4447,UltraSoft 2,28,104.05,Comfortable seat cover.,seatandcover,BrandC,17.48,3.35,"(1.01, 1.04, 1.26)","{'Leather': 72, 'Foam': 21}",high,D4AF37,2980B9,unfinished,light
SC3017,Comfy 6,10,201.05,Luxurious seat cover.,seatandcover,BrandC,17.5,3.52,"(1.41, 1.23, 1.26)","{'Leather': 73, 'Foam': 27}",undefined,DAA520,FF0000,matte,uv
SC2340,UltraSoft 2,30,198.85,Luxurious seat cover.,seatandcover,BrandC,17.5,3.65,"(1.42, 1.46, 1.15)","{'Leather': 75, 'Foam': 39}",low,FF0000,2F4F4F,unfinished,uv
SC8445,UltraSoft 5,12,245.36,Luxurious seat cover.,seatandcover,BrandC,17.49,2.64,"(1.39, 1.35, 1.01)","{'Leather': 60, 'Foam': 34}",undefined,2980B9,FF0000,glossy,dust
SC4887,UltraSoft 2,13,116.88,Durable seat cover.,seatandcover,BrandC,17.57,3.47,"(1.13, 1.33, 1.06)","{'Leather': 62, 'Foam': 30}",low,708090,F5DEB3,unfinished,uv
SC6827,Luxury 8,14,220.34,Luxurious seat cover.,seatandcover,BrandA,17.42,2.63,"(1.44, 1.35, 1.16)","{'Leather': 68, 'Foam': 33}",medium,FF0000,708090,glossy,uv
SC4914,Luxury 9,47,225.48,Durable seat cover.,seatandcover,BrandA,17.42,3.49,"(1.36, 1.19, 1.01)","{'Leather': 68, 'Foam': 24}",low,FF5733,FF5733,unfinished,scratch
SC8613,UltraSoft 1,37,221.91,Scratch-resistant seat cover.,seatandcover,BrandB,17.52,2.83,"(1.08, 1.29, 1.46)","{'Leather': 68, 'Foam': 40}",high,D4AF37,2F4F4F,unfinished,uv
SC4228,UltraSoft 2,26,228.41,Durable seat cover.,seatandcover,BrandB,17.41,2.91,"(1.18, 1.36, 1.17)","{'Leather': 69, 'Foam': 30}",undefined,2980B9,FF0000,unfinished,uv
