id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,battery_type
BA4502,PowerMax 8,37,214.34,Reliable battery.,battery,BrandC,17.57,4.73,"(0.45, 0.32, 0.32)","{'Lead': 57, 'Acid': 43}",undefined,12.7,157.6,2001.52,3334,46,alkaline
BA7032,AmpPro 9,25,212.53,Long-lasting battery.,battery,BrandB,17.33,3.69,"(0.36, 0.31, 0.38)","{'Lead': 56, 'Acid': 48}",medium,18.1,148.3,2684.23,3902,49,lead acid
BA9635,PowerMax 4,25,169.96,High-capacity battery.,battery,BrandB,17.81,4.85,"(0.34, 0.44, 0.36)","{'Lead': 64, 'Acid': 40}",medium,18.8,175.2,3293.76,4466,36,lithium-ion
BA3102,PowerMax 6,21,230.77,Reliable battery.,battery,BrandD,17.73,5.7,"(0.35, 0.49, 0.36)","{'Lead': 59, 'Acid': 34}",high,15.5,103.7,1607.35,3465,7,alkaline
BA9003,EnergyCore 1,8,172.54,Durable battery.,battery,BrandB,17.04,5.71,"(0.31, 0.31, 0.46)","{'Lead': 55, 'Acid': 37}",low,16.8,193.8,3255.84,4359,30,lead acid
BA1501,AmpPro 7,35,138.39,Long-lasting battery.,battery,BrandA,17.83,3.42,"(0.44, 0.33, 0.5)","{'Lead': 56, 'Acid': 44}",undefined,22.3,145.4,3242.42,3152,43,nickel-cadmium
BA1879,AmpPro 8,7,189.64,High-capacity battery.,battery,BrandB,17.68,4.49,"(0.39, 0.4, 0.33)","{'Lead': 67, 'Acid': 40}",high,12.1,115.2,1393.92,3965,19,nickel-cadmium
BA8592,VoltPlus 6,31,114.25,Reliable battery.,battery,BrandA,17.97,3.74,"(0.45, 0.44, 0.37)","{'Lead': 66, 'Acid': 47}",low,21.7,123.5,2679.95,3318,33,lead acid
BA3785,PowerMax 1,32,242.41,Reliable battery.,battery,BrandC,17.18,5.54,"(0.32, 0.48, 0.44)","{'Lead': 53, 'Acid': 48}",undefined,14.1,158.7,2237.67,4175,21,lead acid
BA4851,VoltPlus 3,40,248.48,Reliable battery.,battery,BrandA,17.05,5.04,"(0.38, 0.33, 0.44)","{'Lead': 62, 'Acid': 36}",undefined,16.6,180.7,2999.62,4796,41,lead acid
BA1016,PowerMax 8,40,176.89,Long-lasting battery.,battery,BrandD,17.87,3.69,"(0.33, 0.49, 0.34)","{'Lead': 66, 'Acid': 32}",undefined,19.0,165.9,3152.1,4724,38,alkaline
BA3242,AmpPro 7,20,158.95,Durable battery.,battery,BrandC,17.77,5.26,"(0.49, 0.38, 0.43)","{'Lead': 68, 'Acid': 48}",low,16.1,134.3,2162.23,3664,19,lead acid
BA4590,VoltPlus 4,50,192.84,Reliable battery.,battery,BrandC,17.57,5.12,"(0.37, 0.44, 0.47)","{'Lead': 64, 'Acid': 30}",low,21.5,109.6,2356.4,3763,-10,nickel-cadmium
BA7212,VoltPlus 6,33,165.98,Reliable battery.,battery,BrandC,17.7,3.67,"(0.47, 0.48, 0.39)","{'Lead': 68, 'Acid': 45}",medium,18.0,191.8,3452.4,3089,34,nickel-cadmium
BA4512,VoltPlus 7,23,146.73,High-capacity battery.,battery,BrandB,17.67,5.2,"(0.39, 0.46, 0.37)","{'Lead': 54, 'Acid': 35}",high,22.2,120.7,2679.54,3960,28,lead acid
BA8460,VoltPlus 1,15,111.78,Durable battery.,battery,BrandD,17.15,5.63,"(0.42, 0.5, 0.35)","{'Lead': 56, 'Acid': 49}",low,12.1,182.0,2202.2,3513,-4,lead acid
BA6742,PowerMax 3,36,148.99,Durable battery.,battery,BrandD,17.24,4.04,"(0.33, 0.45, 0.42)","{'Lead': 61, 'Acid': 47}",undefined,23.0,195.0,4485.0,3974,2,lithium-ion
BA1466,VoltPlus 9,35,122.06,Long-lasting battery.,battery,BrandB,17.32,4.31,"(0.44, 0.49, 0.41)","{'Lead': 50, 'Acid': 44}",medium,14.6,152.1,2220.66,3376,23,nickel-cadmium
BA9541,AmpPro 4,32,223.27,Durable battery.,battery,BrandB,17.06,4.82,"(0.46, 0.46, 0.41)","{'Lead': 50, 'Acid': 34}",low,17.5,106.4,1862.0,3156,31,nickel-cadmium
BA8923,PowerMax 4,19,187.1,Durable battery.,battery,BrandA,17.6,5.87,"(0.49, 0.39, 0.36)","{'Lead': 50, 'Acid': 32}",low,12.4,184.8,2291.52,4009,-4,nickel-cadmium
BA7001,PowerMax 4,2,138.62,Reliable battery.,battery,BrandC,17.71,4.48,"(0.34, 0.48, 0.36)","{'Lead': 61, 'Acid': 32}",undefined,12.6,148.5,1871.1,3586,2,alkaline
BA2737,AmpPro 6,32,234.54,High-capacity battery.,battery,BrandC,17.19,4.06,"(0.45, 0.48, 0.35)","{'Lead': 52, 'Acid': 33}",undefined,13.3,148.9,1980.37,3013,33,lithium-ion
BA1482,VoltPlus 5,36,221.27,Durable battery.,battery,BrandB,17.81,5.65,"(0.32, 0.42, 0.43)","{'Lead': 58, 'Acid': 30}",medium,15.5,165.8,2569.9,4310,41,lithium-ion
BA3942,AmpPro 3,19,155.64,Durable battery.,battery,BrandB,17.7,5.9,"(0.3, 0.31, 0.33)","{'Lead': 57, 'Acid': 49}",low,20.5,172.5,3536.25,4125,14,nickel-cadmium
BA5351,VoltPlus 4,40,137.85,Durable battery.,battery,BrandD,17.82,4.73,"(0.49, 0.49, 0.33)","{'Lead': 64, 'Acid': 30}",medium,19.4,172.4,3344.56,4720,31,lithium-ion
BA4397,VoltPlus 1,23,225.99,High-capacity battery.,battery,BrandC,17.18,3.96,"(0.43, 0.38, 0.31)","{'Lead': 55, 'Acid': 31}",high,17.8,117.5,2091.5,3966,13,nickel-cadmium
BA5474,EnergyCore 5,40,199.4,Durable battery.,battery,BrandC,17.95,5.12,"(0.35, 0.5, 0.47)","{'Lead': 65, 'Acid': 38}",undefined,19.2,151.3,2904.96,4522,49,nickel-cadmium
BA6249,AmpPro 4,50,137.55,Long-lasting battery.,battery,BrandC,17.14,3.86,"(0.39, 0.41, 0.49)","{'Lead': 56, 'Acid': 33}",low,13.8,125.7,1734.66,4029,33,alkaline
BA5871,VoltPlus 8,16,239.92,Long-lasting battery.,battery,BrandC,17.24,5.27,"(0.35, 0.34, 0.5)","{'Lead': 65, 'Acid': 33}",undefined,17.4,125.1,2176.74,3011,5,lead acid
BA3472,VoltPlus 7,24,184.72,High-capacity battery.,battery,BrandB,17.21,4.54,"(0.39, 0.47, 0.48)","{'Lead': 55, 'Acid': 39}",medium,14.5,158.1,2292.45,3934,49,lead acid
BA7014,AmpPro 8,37,188.47,Long-lasting battery.,battery,BrandB,17.47,5.47,"(0.38, 0.46, 0.32)","{'Lead': 57, 'Acid': 49}",high,23.5,158.0,3713.0,4375,14,lithium-ion
BA7696,PowerMax 8,35,203.52,High-capacity battery.,battery,BrandA,17.66,3.19,"(0.47, 0.47, 0.3)","{'Lead': 70, 'Acid': 31}",undefined,13.8,146.7,2024.46,4070,42,lead acid
BA4607,VoltPlus 1,36,155.26,Long-lasting battery.,battery,BrandA,17.75,3.92,"(0.37, 0.38, 0.37)","{'Lead': 65, 'Acid': 40}",undefined,13.8,141.6,1954.08,3007,20,lithium-ion
BA8510,PowerMax 8,10,179.18,Reliable battery.,battery,BrandC,17.52,4.8,"(0.32, 0.44, 0.45)","{'Lead': 67, 'Acid': 34}",undefined,17.6,194.1,3416.16,3012,1,lead acid
BA7372,AmpPro 9,19,236.15,Durable battery.,battery,BrandC,17.92,3.89,"(0.48, 0.36, 0.4)","{'Lead': 50, 'Acid': 35}",undefined,22.3,100.8,2247.84,4603,3,lead acid
BA6511,PowerMax 5,7,144.22,Reliable battery.,battery,BrandD,17.22,5.0,"(0.44, 0.35, 0.45)","{'Lead': 65, 'Acid': 41}",high,15.9,120.5,1915.95,3063,34,lead acid
BA7738,VoltPlus 9,24,116.57,Reliable battery.,battery,BrandA,17.19,3.27,"(0.3, 0.48, 0.45)","{'Lead': 53, 'Acid': 43}",medium,14.0,128.4,1797.6,4430,50,lead acid
BA5419,AmpPro 2,40,172.62,Long-lasting battery.,battery,BrandD,17.22,5.49,"(0.48, 0.47, 0.43)","{'Lead': 63, 'Acid': 41}",low,23.0,198.7,4570.1,3581,12,alkaline
BA5331,VoltPlus 5,42,102.66,Reliable battery.,battery,BrandA,17.4,3.49,"(0.5, 0.37, 0.36)","{'Lead': 64, 'Acid': 41}",medium,13.2,121.9,1609.08,4788,47,lithium-ion
BA2599,EnergyCore 8,31,118.5,Reliable battery.,battery,BrandD,17.94,3.0,"(0.39, 0.38, 0.45)","{'Lead': 69, 'Acid': 31}",high,13.6,120.4,1637.44,3377,5,nickel-cadmium
BA9468,PowerMax 1,5,128.27,High-capacity battery.,battery,BrandA,17.25,5.74,"(0.31, 0.5, 0.46)","{'Lead': 62, 'Acid': 40}",high,15.5,131.0,2030.5,3563,-5,alkaline
BA2169,AmpPro 7,43,178.29,Reliable battery.,battery,BrandB,17.78,4.02,"(0.4, 0.34, 0.47)","{'Lead': 66, 'Acid': 38}",low,13.4,166.9,2236.46,4028,46,nickel-cadmium
BA4226,VoltPlus 1,8,158.18,High-capacity battery.,battery,BrandD,17.57,4.56,"(0.44, 0.36, 0.34)","{'Lead': 67, 'Acid': 50}",medium,16.3,118.9,1938.07,3507,15,lithium-ion
BA1996,VoltPlus 5,46,155.98,High-capacity battery.,battery,BrandD,17.07,5.09,"(0.34, 0.36, 0.36)","{'Lead': 61, 'Acid': 44}",low,20.0,185.1,3702.0,3309,31,alkaline
BA4810,EnergyCore 7,38,103.76,Durable battery.,battery,BrandC,17.36,3.31,"(0.37, 0.45, 0.32)","{'Lead': 62, 'Acid': 41}",undefined,22.5,170.9,3845.25,3769,45,lead acid
BA9262,VoltPlus 6,21,208.52,Long-lasting battery.,battery,BrandC,17.9,5.17,"(0.32, 0.49, 0.49)","{'Lead': 68, 'Acid': 37}",undefined,21.3,182.0,3876.6,4730,34,lead acid
BA2601,PowerMax 4,42,171.74,Reliable battery.,battery,BrandD,17.8,4.04,"(0.48, 0.34, 0.41)","{'Lead': 67, 'Acid': 39}",high,12.8,171.3,2192.64,3000,-6,lead acid
BA3996,AmpPro 5,9,196.8,Long-lasting battery.,battery,BrandB,17.04,3.19,"(0.31, 0.49, 0.41)","{'Lead': 53, 'Acid': 38}",undefined,19.5,177.0,3451.5,3047,20,nickel-cadmium
BA6937,PowerMax 3,4,113.15,Reliable battery.,battery,BrandB,17.72,5.07,"(0.41, 0.42, 0.46)","{'Lead': 64, 'Acid': 44}",low,13.1,152.6,1999.06,3264,29,lead acid
BA7461,PowerMax 1,36,107.74,Long-lasting battery.,battery,BrandC,17.65,3.71,"(0.45, 0.34, 0.35)","{'Lead': 67, 'Acid': 30}",undefined,12.7,164.6,2090.42,3482,-10,lead acid
BA7260,EnergyCore 5,25,198.79,High-capacity battery.,battery,BrandB,17.59,5.62,"(0.43, 0.41, 0.48)","{'Lead': 58, 'Acid': 47}",medium,13.5,182.8,2467.8,3703,47,lithium-ion
BA3455,EnergyCore 7,34,144.57,High-capacity battery.,battery,BrandA,17.22,4.39,"(0.41, 0.4, 0.41)","{'Lead': 59, 'Acid': 49}",low,14.9,192.2,2863.78,3075,17,alkaline
BA6890,PowerMax 9,10,208.82,Long-lasting battery.,battery,BrandC,17.89,4.75,"(0.34, 0.4, 0.45)","{'Lead': 54, 'Acid': 38}",undefined,22.3,123.3,2749.59,4984,33,nickel-cadmium
BA4003,AmpPro 7,19,154.23,High-capacity battery.,battery,BrandC,17.83,3.02,"(0.47, 0.39, 0.43)","{'Lead': 63, 'Acid': 35}",low,21.2,151.5,3211.8,4341,13,lead acid
BA4447,VoltPlus 7,6,190.01,Long-lasting battery.,battery,BrandA,17.22,5.24,"(0.47, 0.36, 0.33)","{'Lead': 53, 'Acid': 33}",medium,12.8,185.8,2378.24,4959,13,lithium-ion
BA3578,PowerMax 8,14,210.66,Durable battery.,battery,BrandC,17.49,5.95,"(0.4, 0.39, 0.48)","{'Lead': 68, 'Acid': 45}",low,20.3,141.1,2864.33,4965,12,lithium-ion
BA4156,EnergyCore 8,1,247.68,Durable battery.,battery,BrandB,17.66,4.45,"(0.35, 0.35, 0.45)","{'Lead': 70, 'Acid': 30}",low,15.0,145.1,2176.5,4182,17,lithium-ion
BA5540,VoltPlus 8,38,109.39,Durable battery.,battery,BrandC,17.95,3.12,"(0.34, 0.44, 0.41)","{'Lead': 69, 'Acid': 44}",medium,18.3,161.5,2955.45,3057,38,nickel-cadmium
BA3878,AmpPro 9,46,132.41,Durable battery.,battery,BrandD,17.44,4.65,"(0.4, 0.32, 0.42)","{'Lead': 56, 'Acid': 35}",medium,23.7,120.9,2865.33,4602,-6,nickel-cadmium
BA1297,VoltPlus 6,14,227.05,Reliable battery.,battery,BrandD,17.46,3.3,"(0.48, 0.34, 0.42)","{'Lead': 70, 'Acid': 38}",medium,18.0,125.0,2250.0,4097,48,lead acid
BA1862,VoltPlus 2,3,109.79,Long-lasting battery.,battery,BrandD,17.17,5.3,"(0.3, 0.41, 0.41)","{'Lead': 55, 'Acid': 39}",medium,15.3,121.0,1851.3,4303,-10,nickel-cadmium
BA2661,VoltPlus 6,26,158.28,Reliable battery.,battery,BrandC,17.63,5.9,"(0.43, 0.45, 0.36)","{'Lead': 50, 'Acid': 48}",undefined,22.4,129.9,2909.76,4956,0,nickel-cadmium
BA3019,PowerMax 9,39,249.04,High-capacity battery.,battery,BrandD,17.48,3.74,"(0.36, 0.37, 0.47)","{'Lead': 58, 'Acid': 49}",undefined,19.8,127.0,2514.6,3429,9,nickel-cadmium
BA9109,PowerMax 5,40,226.3,Reliable battery.,battery,BrandD,17.83,4.15,"(0.41, 0.33, 0.47)","{'Lead': 59, 'Acid': 48}",high,17.8,122.0,2171.6,3970,28,alkaline
BA2218,EnergyCore 2,25,203.09,Long-lasting battery.,battery,BrandA,17.22,5.05,"(0.41, 0.46, 0.49)","{'Lead': 62, 'Acid': 40}",high,21.7,153.6,3333.12,4861,34,alkaline
BA6569,AmpPro 6,36,188.58,Long-lasting battery.,battery,BrandB,17.72,5.91,"(0.49, 0.33, 0.37)","{'Lead': 55, 'Acid': 32}",undefined,18.8,181.2,3406.56,3849,22,lead acid
BA2628,AmpPro 7,35,203.84,Durable battery.,battery,BrandC,17.81,4.07,"(0.43, 0.44, 0.45)","{'Lead': 50, 'Acid': 44}",high,13.0,159.8,2077.4,3125,19,nickel-cadmium
BA1438,AmpPro 9,49,154.68,Reliable battery.,battery,BrandD,17.89,5.7,"(0.37, 0.32, 0.45)","{'Lead': 54, 'Acid': 45}",high,21.2,168.6,3574.32,3579,43,lithium-ion
BA8426,AmpPro 7,44,242.32,Durable battery.,battery,BrandD,17.09,4.42,"(0.49, 0.41, 0.42)","{'Lead': 55, 'Acid': 47}",medium,18.1,158.8,2874.28,3337,7,alkaline
BA2551,PowerMax 5,19,247.64,Long-lasting battery.,battery,BrandA,17.36,5.06,"(0.38, 0.46, 0.44)","{'Lead': 70, 'Acid': 43}",medium,20.1,130.5,2623.05,3130,6,lead acid
BA8342,VoltPlus 7,8,225.51,High-capacity battery.,battery,BrandD,17.78,5.32,"(0.42, 0.47, 0.42)","{'Lead': 53, 'Acid': 35}",low,20.2,141.3,2854.26,3505,50,nickel-cadmium
BA5129,AmpPro 3,11,183.47,Reliable battery.,battery,BrandA,17.12,4.73,"(0.49, 0.45, 0.39)","{'Lead': 67, 'Acid': 45}",undefined,17.2,113.5,1952.2,4747,31,alkaline
BA7718,EnergyCore 6,14,227.05,Reliable battery.,battery,BrandD,17.82,5.66,"(0.31, 0.43, 0.47)","{'Lead': 63, 'Acid': 50}",low,21.2,139.2,2951.04,4290,46,nickel-cadmium
BA2777,VoltPlus 3,15,137.66,Long-lasting battery.,battery,BrandD,17.49,4.23,"(0.33, 0.33, 0.36)","{'Lead': 69, 'Acid': 44}",low,15.8,100.6,1589.48,4239,-5,nickel-cadmium
BA5246,EnergyCore 5,45,173.46,High-capacity battery.,battery,BrandB,17.62,5.32,"(0.38, 0.35, 0.47)","{'Lead': 62, 'Acid': 45}",medium,16.6,120.2,1995.32,4957,23,lithium-ion
BA1614,EnergyCore 6,9,156.55,Reliable battery.,battery,BrandA,17.24,4.88,"(0.41, 0.47, 0.4)","{'Lead': 54, 'Acid': 32}",high,23.1,129.3,2986.83,4863,39,lithium-ion
BA3588,PowerMax 8,5,126.82,Long-lasting battery.,battery,BrandA,17.17,5.73,"(0.37, 0.47, 0.32)","{'Lead': 57, 'Acid': 44}",low,14.7,175.1,2573.97,4923,32,nickel-cadmium
BA2228,AmpPro 4,13,231.78,High-capacity battery.,battery,BrandA,17.94,4.76,"(0.3, 0.48, 0.34)","{'Lead': 70, 'Acid': 46}",high,13.9,145.2,2018.28,4631,18,lead acid
BA8466,VoltPlus 7,5,225.87,High-capacity battery.,battery,BrandC,17.68,5.23,"(0.35, 0.42, 0.47)","{'Lead': 53, 'Acid': 36}",high,13.7,184.8,2531.76,4316,18,lead acid
BA7285,AmpPro 4,15,130.4,Long-lasting battery.,battery,BrandB,17.4,3.36,"(0.32, 0.4, 0.36)","{'Lead': 60, 'Acid': 46}",medium,19.4,112.8,2188.32,4546,7,lead acid
BA2516,AmpPro 2,35,223.77,Durable battery.,battery,BrandA,17.14,4.96,"(0.41, 0.45, 0.37)","{'Lead': 65, 'Acid': 42}",undefined,19.3,198.2,3825.26,4658,-10,lithium-ion
BA1608,VoltPlus 9,19,141.6,Long-lasting battery.,battery,BrandB,17.23,3.15,"(0.49, 0.44, 0.49)","{'Lead': 62, 'Acid': 35}",low,21.1,100.4,2118.44,4033,-1,lithium-ion
BA8418,VoltPlus 4,24,237.77,Reliable battery.,battery,BrandA,17.8,3.48,"(0.34, 0.35, 0.48)","{'Lead': 55, 'Acid': 35}",low,17.6,132.6,2333.76,3172,13,alkaline
BA8208,PowerMax 1,7,166.46,Long-lasting battery.,battery,BrandD,17.57,5.31,"(0.33, 0.36, 0.43)","{'Lead': 58, 'Acid': 31}",high,22.5,107.5,2418.75,3400,-8,nickel-cadmium
BA2794,EnergyCore 5,41,192.87,Reliable battery.,battery,BrandA,17.7,3.8,"(0.37, 0.32, 0.46)","{'Lead': 61, 'Acid': 31}",low,18.2,194.4,3538.08,3931,41,lead acid
BA7222,AmpPro 2,29,187.78,Long-lasting battery.,battery,BrandD,17.39,4.94,"(0.4, 0.31, 0.36)","{'Lead': 51, 'Acid': 48}",low,18.7,174.5,3263.15,4768,1,nickel-cadmium
BA3073,AmpPro 3,34,243.61,High-capacity battery.,battery,BrandA,17.77,5.74,"(0.33, 0.43, 0.31)","{'Lead': 63, 'Acid': 35}",low,17.4,119.4,2077.56,4747,10,lead acid
BA9908,VoltPlus 3,26,235.91,Reliable battery.,battery,BrandB,17.75,3.18,"(0.39, 0.47, 0.39)","{'Lead': 54, 'Acid': 31}",high,21.1,110.7,2335.77,3158,39,lead acid
BA5641,AmpPro 5,14,172.6,Durable battery.,battery,BrandD,17.16,3.94,"(0.45, 0.47, 0.43)","{'Lead': 64, 'Acid': 34}",low,19.6,134.5,2636.2,3414,7,alkaline
BA7831,AmpPro 5,19,152.42,Reliable battery.,battery,BrandD,17.15,5.89,"(0.41, 0.44, 0.48)","{'Lead': 65, 'Acid': 49}",undefined,16.1,160.2,2579.22,4559,37,lead acid
BA1022,AmpPro 3,44,198.65,Reliable battery.,battery,BrandD,17.75,3.68,"(0.33, 0.4, 0.48)","{'Lead': 59, 'Acid': 50}",undefined,17.9,128.9,2307.31,4689,13,lead acid
BA7460,PowerMax 9,19,151.64,High-capacity battery.,battery,BrandD,17.7,5.46,"(0.33, 0.39, 0.49)","{'Lead': 59, 'Acid': 47}",undefined,13.0,115.5,1501.5,4618,5,lithium-ion
BA2422,EnergyCore 6,46,141.62,Reliable battery.,battery,BrandD,17.96,4.62,"(0.45, 0.43, 0.45)","{'Lead': 61, 'Acid': 32}",medium,21.9,168.2,3683.58,4264,9,lead acid
BA6208,EnergyCore 1,19,129.35,Reliable battery.,battery,BrandD,17.85,4.79,"(0.32, 0.48, 0.38)","{'Lead': 50, 'Acid': 41}",medium,16.2,162.4,2630.88,3846,15,lead acid
BA2091,AmpPro 4,46,151.82,Long-lasting battery.,battery,BrandB,17.63,5.2,"(0.47, 0.4, 0.5)","{'Lead': 57, 'Acid': 48}",undefined,14.5,119.7,1735.65,3346,32,lead acid
BA5478,EnergyCore 1,41,128.87,Long-lasting battery.,battery,BrandD,17.47,4.66,"(0.43, 0.33, 0.32)","{'Lead': 66, 'Acid': 33}",low,20.7,165.4,3423.78,4532,22,lithium-ion
BA3836,VoltPlus 9,1,192.98,High-capacity battery.,battery,BrandB,17.78,4.88,"(0.47, 0.43, 0.37)","{'Lead': 63, 'Acid': 49}",low,13.2,130.7,1725.24,3478,27,alkaline
BA1197,VoltPlus 2,22,217.7,Long-lasting battery.,battery,BrandC,17.63,4.01,"(0.41, 0.35, 0.35)","{'Lead': 63, 'Acid': 44}",medium,22.0,103.4,2274.8,3836,35,nickel-cadmium
BA1574,AmpPro 8,33,186.14,Long-lasting battery.,battery,BrandD,17.82,4.14,"(0.38, 0.35, 0.41)","{'Lead': 51, 'Acid': 31}",high,22.3,105.7,2357.11,3573,-5,alkaline
BA7621,PowerMax 7,41,236.03,Durable battery.,battery,BrandA,17.68,3.54,"(0.45, 0.31, 0.37)","{'Lead': 70, 'Acid': 41}",undefined,17.9,161.0,2881.9,4339,10,lithium-ion
BA2438,VoltPlus 1,40,171.33,Reliable battery.,battery,BrandB,17.17,3.45,"(0.33, 0.31, 0.36)","{'Lead': 68, 'Acid': 32}",high,17.9,165.4,2960.66,3572,49,lead acid
BA1296,VoltPlus 1,11,131.88,High-capacity battery.,battery,BrandC,17.3,4.86,"(0.31, 0.48, 0.49)","{'Lead': 68, 'Acid': 34}",undefined,22.4,107.9,2416.96,4014,29,lead acid
BA3442,AmpPro 5,10,126.04,Reliable battery.,battery,BrandD,17.3,5.68,"(0.3, 0.39, 0.5)","{'Lead': 66, 'Acid': 43}",high,15.0,121.0,1815.0,3921,28,lead acid
BA5196,AmpPro 2,6,156.38,High-capacity battery.,battery,BrandC,17.98,3.72,"(0.39, 0.5, 0.43)","{'Lead': 59, 'Acid': 33}",undefined,16.8,100.4,1686.72,4452,-10,nickel-cadmium
BA5337,PowerMax 8,13,234.03,Long-lasting battery.,battery,BrandC,17.28,3.96,"(0.46, 0.36, 0.39)","{'Lead': 62, 'Acid': 43}",medium,17.7,136.0,2407.2,4835,-9,alkaline
BA1780,AmpPro 8,8,161.84,Long-lasting battery.,battery,BrandC,17.22,4.58,"(0.42, 0.37, 0.48)","{'Lead': 66, 'Acid': 36}",high,21.8,134.7,2936.46,4073,-10,nickel-cadmium
BA2176,PowerMax 8,33,134.09,Durable battery.,battery,BrandA,17.74,3.74,"(0.4, 0.41, 0.31)","{'Lead': 70, 'Acid': 46}",low,14.4,199.6,2874.24,4761,27,lithium-ion
BA8467,PowerMax 3,38,122.58,Long-lasting battery.,battery,BrandD,17.92,3.53,"(0.36, 0.4, 0.37)","{'Lead': 52, 'Acid': 49}",low,23.0,105.0,2415.0,3800,14,alkaline
BA3396,EnergyCore 8,16,154.95,Durable battery.,battery,BrandA,17.27,5.27,"(0.34, 0.49, 0.35)","{'Lead': 55, 'Acid': 44}",undefined,12.2,162.6,1983.72,4018,7,lithium-ion
BA9072,PowerMax 8,26,159.65,Durable battery.,battery,BrandC,17.1,4.38,"(0.35, 0.5, 0.44)","{'Lead': 67, 'Acid': 32}",high,20.3,136.8,2777.04,4355,50,lithium-ion
BA8064,PowerMax 2,48,161.05,High-capacity battery.,battery,BrandB,17.54,4.92,"(0.36, 0.45, 0.45)","{'Lead': 70, 'Acid': 34}",high,23.0,182.6,4199.8,3508,15,nickel-cadmium
BA8687,PowerMax 6,2,133.49,Long-lasting battery.,battery,BrandB,17.1,3.4,"(0.33, 0.33, 0.43)","{'Lead': 50, 'Acid': 50}",high,20.9,147.7,3086.93,4573,42,lithium-ion
BA9536,AmpPro 9,9,133.64,Durable battery.,battery,BrandD,17.71,4.17,"(0.44, 0.37, 0.45)","{'Lead': 52, 'Acid': 40}",low,17.0,137.2,2332.4,4856,14,lead acid
BA8114,VoltPlus 9,40,137.44,Durable battery.,battery,BrandC,17.38,5.1,"(0.47, 0.42, 0.44)","{'Lead': 70, 'Acid': 35}",low,20.1,161.1,3238.11,3163,0,lead acid
BA5365,VoltPlus 8,3,120.66,Long-lasting battery.,battery,BrandD,17.69,4.56,"(0.36, 0.47, 0.45)","{'Lead': 69, 'Acid': 40}",medium,15.7,169.3,2658.01,3747,4,alkaline
BA6337,PowerMax 1,39,148.77,Reliable battery.,battery,BrandC,17.77,5.48,"(0.34, 0.42, 0.42)","{'Lead': 69, 'Acid': 40}",undefined,22.1,138.9,3069.69,3625,44,nickel-cadmium
BA3356,AmpPro 2,37,225.73,Reliable battery.,battery,BrandB,17.11,5.73,"(0.35, 0.46, 0.36)","{'Lead': 52, 'Acid': 33}",medium,14.7,125.9,1850.73,3709,25,lead acid
BA9901,AmpPro 1,15,163.06,High-capacity battery.,battery,BrandA,17.15,5.92,"(0.3, 0.38, 0.35)","{'Lead': 55, 'Acid': 45}",medium,17.3,133.9,2316.47,3801,36,nickel-cadmium
BA1515,PowerMax 3,26,210.2,Durable battery.,battery,BrandC,17.56,3.1,"(0.34, 0.37, 0.48)","{'Lead': 69, 'Acid': 32}",high,20.0,186.4,3728.0,4716,22,lead acid
BA3853,EnergyCore 9,1,205.95,High-capacity battery.,battery,BrandC,17.92,3.81,"(0.43, 0.36, 0.36)","{'Lead': 69, 'Acid': 32}",low,21.1,151.4,3194.54,4103,32,lead acid
BA9395,AmpPro 6,10,173.51,Long-lasting battery.,battery,BrandB,17.49,5.15,"(0.42, 0.43, 0.34)","{'Lead': 59, 'Acid': 32}",high,12.4,111.6,1383.84,3853,49,alkaline
BA1965,PowerMax 2,9,112.57,Long-lasting battery.,battery,BrandC,17.41,4.63,"(0.31, 0.5, 0.36)","{'Lead': 51, 'Acid': 30}",high,17.8,134.1,2386.98,3407,38,nickel-cadmium
BA4482,EnergyCore 4,44,226.99,Durable battery.,battery,BrandA,17.94,4.28,"(0.49, 0.35, 0.32)","{'Lead': 56, 'Acid': 43}",medium,14.4,104.7,1507.68,3512,1,alkaline
BA6771,PowerMax 1,11,229.67,Reliable battery.,battery,BrandA,17.72,4.18,"(0.3, 0.42, 0.42)","{'Lead': 51, 'Acid': 33}",undefined,19.4,111.5,2163.1,3265,46,lead acid
BA5425,PowerMax 7,24,215.04,Durable battery.,battery,BrandD,17.3,3.97,"(0.36, 0.32, 0.47)","{'Lead': 50, 'Acid': 31}",low,14.5,179.7,2605.65,3243,-3,lithium-ion
BA3851,AmpPro 5,32,235.98,Durable battery.,battery,BrandB,17.77,4.9,"(0.39, 0.4, 0.36)","{'Lead': 50, 'Acid': 50}",high,17.9,136.9,2450.51,3653,-8,nickel-cadmium
BA4632,AmpPro 3,48,143.03,Durable battery.,battery,BrandB,17.21,3.99,"(0.39, 0.45, 0.38)","{'Lead': 54, 'Acid': 39}",high,20.1,160.6,3228.06,3452,23,alkaline
BA2268,PowerMax 6,16,227.71,Durable battery.,battery,BrandA,17.48,5.31,"(0.46, 0.34, 0.37)","{'Lead': 53, 'Acid': 45}",undefined,18.0,137.9,2482.2,4977,8,lead acid
BA9960,AmpPro 3,12,201.39,Long-lasting battery.,battery,BrandB,17.49,3.09,"(0.48, 0.47, 0.35)","{'Lead': 63, 'Acid': 32}",undefined,12.9,182.5,2354.25,4458,25,lead acid
