id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,display_type
IN6891,DriveVision 2,18,264.1,High-resolution infotainment system.,infotainment,BrandA,17.59,2.06,"(1.0, 0.86, 0.56)","{'Glass': 49, 'Plastic': 41}",high,5.6,2.7,15.12,4252,4,lcd
IN4158,DriveVision 7,22,284.5,Advanced infotainment system.,infotainment,BrandC,17.51,2.24,"(0.66, 0.52, 0.67)","{'Glass': 43, 'Plastic': 44}",low,9.3,1.3,12.09,4046,46,led
IN3863,InfoStar 7,16,259.27,Feature-rich infotainment system.,infotainment,BrandC,17.99,2.62,"(0.78, 0.87, 0.79)","{'Glass': 59, 'Plastic': 56}",medium,6.2,1.1,6.82,4121,41,oled
IN7650,AutoConnect 1,41,455.05,High-resolution infotainment system.,infotainment,BrandD,17.66,2.08,"(0.94, 0.65, 0.51)","{'Glass': 44, 'Plastic': 49}",low,6.6,1.0,6.6,2848,30,tft
IN6512,SmartDash 4,27,410.53,Feature-rich infotainment system.,infotainment,BrandB,17.38,2.89,"(0.74, 0.88, 0.89)","{'Glass': 42, 'Plastic': 43}",low,8.9,2.8,24.92,3734,8,oled
IN4914,AutoConnect 7,30,202.48,Feature-rich infotainment system.,infotainment,BrandA,17.62,2.23,"(0.59, 0.95, 0.75)","{'Glass': 44, 'Plastic': 60}",high,5.9,1.6,9.44,2049,-7,tft
IN1122,InfoStar 3,46,263.53,Feature-rich infotainment system.,infotainment,BrandC,17.83,2.76,"(0.62, 0.97, 0.93)","{'Glass': 56, 'Plastic': 42}",undefined,11.8,1.7,20.06,2120,20,oled
IN4706,AutoConnect 8,39,286.82,Compact infotainment system.,infotainment,BrandB,17.15,2.54,"(0.88, 0.99, 0.97)","{'Glass': 59, 'Plastic': 60}",low,7.4,1.4,10.36,2460,50,tft
IN4630,InfoStar 9,21,318.78,Feature-rich infotainment system.,infotainment,BrandA,17.86,2.58,"(0.69, 0.96, 0.92)","{'Glass': 43, 'Plastic': 59}",high,7.0,2.1,14.7,4857,11,led
IN6630,AutoConnect 7,15,348.01,Advanced infotainment system.,infotainment,BrandC,17.18,2.57,"(0.84, 0.93, 0.53)","{'Glass': 46, 'Plastic': 50}",high,6.1,2.6,15.86,3424,4,tft
IN9624,AutoConnect 4,47,371.8,Feature-rich infotainment system.,infotainment,BrandB,17.91,2.82,"(0.65, 0.6, 0.95)","{'Glass': 51, 'Plastic': 45}",medium,6.5,2.0,13.0,2893,51,oled
IN3625,SmartDash 9,1,235.17,Advanced infotainment system.,infotainment,BrandB,17.23,2.03,"(0.71, 0.93, 0.56)","{'Glass': 49, 'Plastic': 51}",low,5.8,1.5,8.7,2513,22,led
IN5711,SmartDash 6,5,495.68,Feature-rich infotainment system.,infotainment,BrandB,17.93,2.38,"(0.65, 0.98, 0.99)","{'Glass': 53, 'Plastic': 42}",low,9.9,2.8,27.72,2828,17,tft
IN1977,InfoStar 5,29,452.16,Advanced infotainment system.,infotainment,BrandD,17.16,2.29,"(0.55, 0.6, 0.89)","{'Glass': 54, 'Plastic': 47}",undefined,8.3,1.2,9.96,4589,51,oled
IN2728,AutoConnect 6,35,275.96,High-resolution infotainment system.,infotainment,BrandA,17.48,2.05,"(0.97, 0.79, 0.63)","{'Glass': 42, 'Plastic': 41}",undefined,5.7,2.5,14.25,2596,15,oled
IN3962,InfoStar 4,38,357.64,Compact infotainment system.,infotainment,BrandD,17.31,2.21,"(0.94, 0.52, 0.67)","{'Glass': 41, 'Plastic': 46}",medium,6.8,2.5,17.0,2520,-6,oled
IN1576,DriveVision 1,24,219.18,High-resolution infotainment system.,infotainment,BrandB,17.64,2.79,"(0.7, 0.83, 0.63)","{'Glass': 49, 'Plastic': 53}",high,9.5,1.1,10.45,2671,15,lcd
IN4556,InfoStar 9,42,426.56,Feature-rich infotainment system.,infotainment,BrandB,17.05,2.88,"(0.96, 0.84, 0.97)","{'Glass': 51, 'Plastic': 41}",low,5.4,2.9,15.66,4256,21,oled
IN6540,DriveVision 6,9,464.7,High-resolution infotainment system.,infotainment,BrandA,17.56,2.56,"(0.56, 0.75, 0.75)","{'Glass': 43, 'Plastic': 43}",medium,9.8,2.2,21.56,3547,26,tft
IN5421,AutoConnect 9,37,221.12,Compact infotainment system.,infotainment,BrandC,17.84,2.55,"(0.99, 0.96, 0.96)","{'Glass': 56, 'Plastic': 44}",low,5.6,2.3,12.88,3372,14,oled
IN6682,AutoConnect 3,27,302.64,Feature-rich infotainment system.,infotainment,BrandC,17.06,2.94,"(0.63, 0.54, 0.53)","{'Glass': 60, 'Plastic': 51}",high,11.0,2.3,25.3,2109,32,tft
IN3914,DriveVision 2,20,229.57,Feature-rich infotainment system.,infotainment,BrandA,17.72,2.66,"(0.53, 0.57, 0.93)","{'Glass': 57, 'Plastic': 55}",medium,5.8,1.5,8.7,3469,13,tft
IN8415,SmartDash 2,10,408.11,Compact infotainment system.,infotainment,BrandA,17.51,2.48,"(0.86, 0.64, 0.62)","{'Glass': 55, 'Plastic': 40}",high,7.7,2.2,16.94,3560,47,lcd
IN4713,DriveVision 6,25,456.66,High-resolution infotainment system.,infotainment,BrandA,17.81,2.83,"(0.82, 0.66, 0.99)","{'Glass': 53, 'Plastic': 52}",high,5.0,2.9,14.5,4372,19,led
IN5223,InfoStar 5,15,253.53,Advanced infotainment system.,infotainment,BrandB,17.91,2.24,"(0.75, 0.95, 0.85)","{'Glass': 43, 'Plastic': 57}",medium,6.2,1.0,6.2,4780,11,lcd
IN5837,SmartDash 2,5,218.96,High-resolution infotainment system.,infotainment,BrandD,17.69,2.98,"(0.65, 0.56, 0.71)","{'Glass': 45, 'Plastic': 45}",medium,6.4,1.4,8.96,2975,-9,tft
IN3874,DriveVision 9,35,237.99,Feature-rich infotainment system.,infotainment,BrandC,17.09,2.38,"(0.98, 0.68, 0.58)","{'Glass': 55, 'Plastic': 47}",undefined,6.5,2.0,13.0,3688,21,led
IN6054,SmartDash 2,4,456.73,Feature-rich infotainment system.,infotainment,BrandD,17.23,2.8,"(0.65, 0.91, 0.96)","{'Glass': 60, 'Plastic': 58}",undefined,8.3,2.6,21.58,2365,-6,oled
IN6527,InfoStar 6,38,474.02,Advanced infotainment system.,infotainment,BrandC,17.3,2.35,"(0.66, 0.63, 0.76)","{'Glass': 52, 'Plastic': 54}",high,7.9,2.4,18.96,4967,26,oled
IN7006,DriveVision 5,4,448.54,Advanced infotainment system.,infotainment,BrandD,17.82,2.44,"(0.78, 0.54, 0.51)","{'Glass': 54, 'Plastic': 54}",low,10.0,2.0,20.0,2183,47,lcd
IN7461,DriveVision 2,43,485.29,Compact infotainment system.,infotainment,BrandA,17.07,2.8,"(0.65, 0.7, 0.6)","{'Glass': 56, 'Plastic': 49}",low,11.6,2.5,29.0,3855,26,oled
IN3653,DriveVision 5,24,262.8,Compact infotainment system.,infotainment,BrandC,17.68,2.78,"(0.87, 0.77, 0.59)","{'Glass': 57, 'Plastic': 40}",medium,11.2,2.4,26.88,2182,8,oled
IN6788,AutoConnect 7,10,396.29,Advanced infotainment system.,infotainment,BrandA,17.87,2.76,"(0.92, 1.0, 0.93)","{'Glass': 55, 'Plastic': 57}",undefined,7.3,1.3,9.49,3341,19,oled
IN8484,AutoConnect 9,14,296.55,Compact infotainment system.,infotainment,BrandC,17.8,2.12,"(0.81, 0.73, 0.69)","{'Glass': 45, 'Plastic': 55}",high,7.8,1.7,13.26,2360,56,lcd
IN6675,AutoConnect 8,22,306.7,Feature-rich infotainment system.,infotainment,BrandB,17.73,2.61,"(0.68, 0.73, 0.56)","{'Glass': 48, 'Plastic': 46}",high,6.6,2.8,18.48,3744,44,oled
IN1514,DriveVision 2,41,353.15,Advanced infotainment system.,infotainment,BrandA,17.21,2.74,"(0.78, 0.92, 0.97)","{'Glass': 41, 'Plastic': 54}",medium,5.9,1.3,7.67,4561,24,lcd
IN7611,InfoStar 2,20,284.72,Feature-rich infotainment system.,infotainment,BrandC,17.2,2.6,"(0.78, 0.76, 0.95)","{'Glass': 48, 'Plastic': 60}",medium,11.2,1.7,19.04,4791,13,oled
IN8137,AutoConnect 3,9,463.79,Compact infotainment system.,infotainment,BrandC,17.37,2.22,"(0.79, 0.82, 0.89)","{'Glass': 41, 'Plastic': 47}",low,10.1,2.2,22.22,3890,42,led
IN2732,InfoStar 5,16,394.98,Feature-rich infotainment system.,infotainment,BrandD,17.44,2.38,"(0.69, 0.93, 0.98)","{'Glass': 48, 'Plastic': 41}",undefined,10.8,2.6,28.08,3954,31,oled
IN2705,AutoConnect 9,17,437.09,Advanced infotainment system.,infotainment,BrandD,17.79,2.55,"(0.66, 0.63, 0.62)","{'Glass': 54, 'Plastic': 41}",undefined,10.2,2.6,26.52,4648,-9,oled
IN8856,SmartDash 5,49,338.77,High-resolution infotainment system.,infotainment,BrandB,17.41,2.33,"(0.94, 0.85, 0.85)","{'Glass': 55, 'Plastic': 59}",high,8.7,1.4,12.18,3717,17,led
IN3749,AutoConnect 2,12,444.71,Compact infotainment system.,infotainment,BrandB,17.3,2.09,"(0.58, 0.51, 0.7)","{'Glass': 51, 'Plastic': 55}",medium,8.1,2.2,17.82,3463,15,led
IN2808,InfoStar 3,30,359.99,Compact infotainment system.,infotainment,BrandB,17.46,2.95,"(0.59, 0.97, 0.63)","{'Glass': 49, 'Plastic': 57}",undefined,8.6,2.3,19.78,3093,2,led
IN2116,SmartDash 7,9,247.33,Advanced infotainment system.,infotainment,BrandB,17.4,2.27,"(0.57, 0.54, 0.53)","{'Glass': 52, 'Plastic': 59}",undefined,5.8,2.0,11.6,2942,52,tft
IN1476,DriveVision 9,17,408.62,Feature-rich infotainment system.,infotainment,BrandA,17.55,2.36,"(0.73, 0.56, 0.55)","{'Glass': 46, 'Plastic': 58}",medium,9.7,2.1,20.37,3961,31,lcd
IN5757,AutoConnect 5,41,422.46,Feature-rich infotainment system.,infotainment,BrandA,17.29,2.5,"(0.79, 0.92, 0.63)","{'Glass': 56, 'Plastic': 42}",low,6.4,2.4,15.36,2640,31,lcd
IN2261,InfoStar 3,39,299.59,Feature-rich infotainment system.,infotainment,BrandB,17.47,2.11,"(0.75, 0.69, 0.92)","{'Glass': 48, 'Plastic': 45}",medium,8.4,2.6,21.84,4792,10,oled
IN6523,AutoConnect 9,7,372.58,Feature-rich infotainment system.,infotainment,BrandA,17.61,2.27,"(0.56, 0.8, 0.98)","{'Glass': 58, 'Plastic': 52}",undefined,6.8,1.9,12.92,3160,24,lcd
IN6417,DriveVision 2,26,488.08,High-resolution infotainment system.,infotainment,BrandC,17.81,2.57,"(0.81, 0.92, 0.6)","{'Glass': 48, 'Plastic': 60}",medium,5.9,1.6,9.44,4863,5,led
IN8567,DriveVision 9,20,308.02,High-resolution infotainment system.,infotainment,BrandA,17.47,2.0,"(0.91, 0.75, 0.61)","{'Glass': 59, 'Plastic': 48}",high,9.1,2.5,22.75,2094,36,lcd
IN6713,InfoStar 8,8,215.45,Compact infotainment system.,infotainment,BrandC,17.36,2.73,"(0.61, 0.78, 0.89)","{'Glass': 45, 'Plastic': 46}",low,5.3,1.0,5.3,4599,53,oled
IN4400,SmartDash 6,46,239.71,High-resolution infotainment system.,infotainment,BrandC,17.77,2.29,"(0.84, 0.89, 0.63)","{'Glass': 56, 'Plastic': 47}",low,6.2,1.3,8.06,4120,57,tft
IN1162,DriveVision 8,37,217.13,Compact infotainment system.,infotainment,BrandB,17.47,2.01,"(0.63, 0.75, 0.75)","{'Glass': 54, 'Plastic': 47}",medium,9.3,1.8,16.74,2709,9,lcd
IN8125,InfoStar 7,33,357.12,Compact infotainment system.,infotainment,BrandD,17.19,2.9,"(0.65, 0.66, 0.97)","{'Glass': 42, 'Plastic': 55}",undefined,8.7,1.7,14.79,2814,-3,lcd
IN8225,DriveVision 5,26,396.23,Advanced infotainment system.,infotainment,BrandC,17.83,2.13,"(0.52, 0.6, 0.84)","{'Glass': 51, 'Plastic': 56}",medium,8.2,1.4,11.48,3294,-8,lcd
IN3652,InfoStar 7,17,277.29,Feature-rich infotainment system.,infotainment,BrandC,17.64,2.06,"(0.83, 0.93, 0.89)","{'Glass': 55, 'Plastic': 56}",medium,7.7,2.1,16.17,3301,17,led
IN3783,DriveVision 7,47,422.48,Feature-rich infotainment system.,infotainment,BrandA,17.36,2.72,"(0.91, 0.6, 0.73)","{'Glass': 51, 'Plastic': 45}",undefined,10.7,2.9,31.03,4069,6,tft
IN4363,SmartDash 3,31,215.28,Advanced infotainment system.,infotainment,BrandC,17.9,2.05,"(0.68, 0.77, 0.55)","{'Glass': 46, 'Plastic': 42}",undefined,6.3,2.1,13.23,4003,31,oled
IN4303,InfoStar 1,2,214.45,High-resolution infotainment system.,infotainment,BrandA,17.8,2.98,"(0.98, 0.56, 0.93)","{'Glass': 41, 'Plastic': 51}",medium,11.1,1.4,15.54,2962,48,lcd
IN2345,AutoConnect 6,5,336.02,Compact infotainment system.,infotainment,BrandB,17.69,2.26,"(0.9, 0.84, 0.79)","{'Glass': 41, 'Plastic': 56}",undefined,8.9,1.1,9.79,4516,-5,tft
IN8736,AutoConnect 4,7,355.28,Feature-rich infotainment system.,infotainment,BrandC,17.47,2.92,"(0.65, 0.62, 0.57)","{'Glass': 51, 'Plastic': 57}",undefined,6.7,1.8,12.06,3824,13,lcd
IN2258,SmartDash 2,35,470.27,Feature-rich infotainment system.,infotainment,BrandB,17.35,2.32,"(0.85, 0.52, 0.75)","{'Glass': 52, 'Plastic': 40}",medium,7.1,2.4,17.04,3458,39,lcd
IN8994,SmartDash 6,26,239.91,Compact infotainment system.,infotainment,BrandB,17.93,2.27,"(0.87, 0.63, 0.93)","{'Glass': 55, 'Plastic': 55}",undefined,5.9,1.4,8.26,4157,-1,oled
IN1473,AutoConnect 9,17,318.98,Advanced infotainment system.,infotainment,BrandC,17.77,2.63,"(0.81, 0.96, 0.81)","{'Glass': 47, 'Plastic': 51}",undefined,8.0,2.4,19.2,4926,31,oled
IN5553,SmartDash 8,48,429.8,High-resolution infotainment system.,infotainment,BrandA,17.89,2.58,"(0.79, 0.5, 0.94)","{'Glass': 49, 'Plastic': 48}",high,6.4,1.7,10.88,4461,41,led
IN2930,AutoConnect 1,26,248.18,Compact infotainment system.,infotainment,BrandD,17.7,2.49,"(0.66, 0.53, 0.65)","{'Glass': 53, 'Plastic': 50}",undefined,7.0,2.0,14.0,2123,11,tft
IN3001,SmartDash 6,41,373.04,Compact infotainment system.,infotainment,BrandD,17.02,2.25,"(0.51, 0.53, 0.81)","{'Glass': 50, 'Plastic': 54}",undefined,9.3,1.6,14.88,4581,49,tft
IN7538,InfoStar 2,38,384.41,Feature-rich infotainment system.,infotainment,BrandA,17.35,2.49,"(0.55, 0.97, 0.79)","{'Glass': 50, 'Plastic': 41}",high,10.7,1.3,13.91,3825,19,oled
IN1521,AutoConnect 4,35,200.67,High-resolution infotainment system.,infotainment,BrandB,17.26,2.55,"(0.78, 0.68, 0.66)","{'Glass': 45, 'Plastic': 55}",low,6.2,1.9,11.78,3769,-1,led
IN3052,InfoStar 8,4,402.98,Compact infotainment system.,infotainment,BrandA,17.95,2.5,"(0.58, 0.69, 0.64)","{'Glass': 44, 'Plastic': 44}",low,7.0,2.2,15.4,2730,54,oled
IN5284,InfoStar 8,37,323.66,Advanced infotainment system.,infotainment,BrandC,17.64,2.9,"(0.81, 0.89, 0.85)","{'Glass': 46, 'Plastic': 46}",high,8.6,1.1,9.46,4364,30,led
IN1462,InfoStar 9,3,397.31,Feature-rich infotainment system.,infotainment,BrandA,17.06,2.17,"(0.55, 0.6, 0.62)","{'Glass': 49, 'Plastic': 52}",medium,9.0,2.9,26.1,4760,59,led
IN8769,DriveVision 3,31,336.88,High-resolution infotainment system.,infotainment,BrandB,17.71,2.16,"(0.85, 0.84, 0.65)","{'Glass': 44, 'Plastic': 59}",low,7.0,1.3,9.1,4970,-4,lcd
IN3483,DriveVision 2,48,483.87,Advanced infotainment system.,infotainment,BrandA,17.08,2.04,"(0.8, 0.96, 0.95)","{'Glass': 60, 'Plastic': 42}",undefined,9.3,2.5,23.25,2084,33,led
IN6440,AutoConnect 9,20,350.3,High-resolution infotainment system.,infotainment,BrandC,17.77,2.39,"(0.71, 0.76, 0.94)","{'Glass': 49, 'Plastic': 49}",medium,9.3,2.5,23.25,2994,60,oled
IN3598,SmartDash 9,8,444.16,Compact infotainment system.,infotainment,BrandA,17.83,2.66,"(0.62, 0.66, 0.64)","{'Glass': 60, 'Plastic': 46}",high,11.3,2.3,25.99,4320,36,lcd
IN4309,InfoStar 9,19,224.92,Feature-rich infotainment system.,infotainment,BrandD,17.79,2.4,"(0.89, 0.66, 0.89)","{'Glass': 56, 'Plastic': 42}",high,5.3,1.7,9.01,2066,47,oled
IN2185,InfoStar 9,41,377.07,Feature-rich infotainment system.,infotainment,BrandA,17.1,2.64,"(0.82, 0.66, 0.64)","{'Glass': 46, 'Plastic': 42}",high,7.5,1.9,14.25,2116,1,lcd
IN5860,SmartDash 2,21,307.13,Compact infotainment system.,infotainment,BrandD,17.2,2.98,"(0.66, 0.67, 0.58)","{'Glass': 53, 'Plastic': 54}",low,6.7,2.2,14.74,3210,-4,oled
IN3003,DriveVision 5,41,275.18,Feature-rich infotainment system.,infotainment,BrandA,17.21,2.87,"(0.51, 0.82, 0.71)","{'Glass': 43, 'Plastic': 56}",low,5.4,1.0,5.4,4301,44,oled
IN7951,InfoStar 2,21,381.19,Compact infotainment system.,infotainment,BrandB,17.29,2.62,"(0.52, 0.76, 0.64)","{'Glass': 56, 'Plastic': 53}",low,9.9,2.2,21.78,3969,26,led
IN1408,InfoStar 7,1,297.35,High-resolution infotainment system.,infotainment,BrandD,17.19,2.3,"(0.84, 0.58, 0.62)","{'Glass': 58, 'Plastic': 60}",undefined,10.8,2.1,22.68,4030,19,led
IN8322,InfoStar 1,38,317.32,Feature-rich infotainment system.,infotainment,BrandA,17.25,2.89,"(0.65, 0.73, 0.88)","{'Glass': 44, 'Plastic': 48}",high,8.1,1.0,8.1,2289,36,tft
IN3468,AutoConnect 4,41,419.02,High-resolution infotainment system.,infotainment,BrandA,17.96,2.35,"(0.97, 0.53, 0.89)","{'Glass': 52, 'Plastic': 57}",high,10.2,1.5,15.3,4454,56,led
IN9608,SmartDash 6,9,391.38,Advanced infotainment system.,infotainment,BrandC,17.64,2.19,"(0.61, 0.76, 0.53)","{'Glass': 52, 'Plastic': 47}",high,10.2,1.3,13.26,2699,-8,lcd
IN7384,InfoStar 9,7,270.25,High-resolution infotainment system.,infotainment,BrandA,17.9,2.36,"(0.79, 0.98, 0.64)","{'Glass': 60, 'Plastic': 49}",undefined,8.0,2.7,21.6,3882,18,tft
IN5527,DriveVision 2,48,206.18,Compact infotainment system.,infotainment,BrandD,17.1,2.1,"(0.55, 0.55, 0.63)","{'Glass': 42, 'Plastic': 57}",medium,10.7,2.9,31.03,3015,0,lcd
IN8080,DriveVision 9,12,348.14,Feature-rich infotainment system.,infotainment,BrandD,17.7,2.08,"(0.67, 0.65, 0.97)","{'Glass': 40, 'Plastic': 44}",low,7.1,1.2,8.52,3941,7,oled
IN5410,DriveVision 5,42,402.11,High-resolution infotainment system.,infotainment,BrandC,17.02,2.22,"(0.9, 0.76, 0.52)","{'Glass': 50, 'Plastic': 40}",low,5.4,1.1,5.94,3558,57,tft
IN8345,DriveVision 2,9,447.74,Feature-rich infotainment system.,infotainment,BrandD,17.99,2.55,"(0.73, 0.88, 0.63)","{'Glass': 53, 'Plastic': 48}",undefined,11.4,1.2,13.68,3437,58,led
IN6541,SmartDash 4,30,445.8,High-resolution infotainment system.,infotainment,BrandD,17.46,2.15,"(0.62, 0.63, 0.6)","{'Glass': 52, 'Plastic': 51}",undefined,11.9,1.1,13.09,3462,12,oled
IN8079,DriveVision 7,14,258.93,Advanced infotainment system.,infotainment,BrandB,17.3,2.02,"(0.74, 0.82, 0.59)","{'Glass': 47, 'Plastic': 53}",undefined,10.5,1.2,12.6,2772,28,tft
IN5759,DriveVision 7,46,364.81,High-resolution infotainment system.,infotainment,BrandA,17.7,2.46,"(0.56, 0.61, 0.81)","{'Glass': 47, 'Plastic': 55}",low,7.9,2.5,19.75,4058,32,oled
IN9086,DriveVision 4,49,252.22,High-resolution infotainment system.,infotainment,BrandC,17.89,2.64,"(0.53, 0.71, 0.94)","{'Glass': 46, 'Plastic': 40}",low,6.1,2.5,15.25,3793,35,tft
IN3355,SmartDash 9,12,243.44,Feature-rich infotainment system.,infotainment,BrandD,17.99,2.42,"(0.65, 0.8, 0.89)","{'Glass': 57, 'Plastic': 54}",medium,8.0,2.0,16.0,4353,12,lcd
IN8712,InfoStar 8,8,340.96,Compact infotainment system.,infotainment,BrandC,17.69,2.97,"(0.51, 0.89, 0.96)","{'Glass': 48, 'Plastic': 60}",low,11.0,1.3,14.3,2336,-9,oled
IN6475,InfoStar 1,9,331.27,Feature-rich infotainment system.,infotainment,BrandB,17.34,2.88,"(0.69, 0.5, 0.84)","{'Glass': 41, 'Plastic': 48}",high,7.8,2.2,17.16,3447,-6,oled
IN6648,SmartDash 7,36,494.44,Compact infotainment system.,infotainment,BrandA,17.15,2.29,"(0.5, 0.79, 0.74)","{'Glass': 48, 'Plastic': 53}",high,11.0,1.8,19.8,2621,-3,led
IN2066,InfoStar 6,20,220.83,Feature-rich infotainment system.,infotainment,BrandC,17.07,2.39,"(0.56, 0.85, 0.97)","{'Glass': 55, 'Plastic': 47}",low,10.5,1.6,16.8,3825,30,led
IN3064,AutoConnect 2,21,426.33,High-resolution infotainment system.,infotainment,BrandD,17.58,2.78,"(0.78, 0.95, 0.65)","{'Glass': 52, 'Plastic': 40}",high,8.7,2.9,25.23,2274,59,tft
IN1842,InfoStar 7,11,253.99,Compact infotainment system.,infotainment,BrandD,17.78,2.63,"(0.89, 0.67, 0.92)","{'Glass': 56, 'Plastic': 53}",undefined,6.2,2.7,16.74,4613,38,led
IN2540,AutoConnect 5,45,395.93,Compact infotainment system.,infotainment,BrandC,17.22,2.61,"(0.73, 0.75, 0.9)","{'Glass': 45, 'Plastic': 56}",medium,8.4,1.2,10.08,2701,23,oled
IN8959,InfoStar 9,6,349.53,Compact infotainment system.,infotainment,BrandB,17.53,2.76,"(0.81, 0.56, 0.93)","{'Glass': 58, 'Plastic': 40}",medium,8.9,3.0,26.7,2601,53,oled
IN3925,SmartDash 5,46,211.77,Feature-rich infotainment system.,infotainment,BrandB,17.92,2.14,"(0.82, 0.93, 0.71)","{'Glass': 42, 'Plastic': 40}",high,7.8,1.4,10.92,3365,16,lcd
IN7267,DriveVision 5,11,449.61,Feature-rich infotainment system.,infotainment,BrandB,18.0,2.89,"(0.8, 0.71, 0.71)","{'Glass': 48, 'Plastic': 60}",medium,5.5,3.0,16.5,4279,37,oled
IN4900,AutoConnect 7,28,400.41,Compact infotainment system.,infotainment,BrandB,17.74,2.17,"(0.68, 0.86, 0.9)","{'Glass': 46, 'Plastic': 56}",undefined,7.4,1.7,12.58,2486,41,lcd
IN3354,DriveVision 9,42,358.45,Compact infotainment system.,infotainment,BrandD,17.98,2.65,"(0.8, 0.63, 0.65)","{'Glass': 60, 'Plastic': 47}",low,8.0,1.5,12.0,4010,6,oled
IN4218,AutoConnect 3,50,436.5,Feature-rich infotainment system.,infotainment,BrandA,17.34,2.96,"(0.51, 0.84, 0.84)","{'Glass': 41, 'Plastic': 43}",low,5.4,1.3,7.02,3054,10,led
IN3220,SmartDash 4,50,315.15,Advanced infotainment system.,infotainment,BrandD,17.14,2.08,"(0.86, 0.9, 0.58)","{'Glass': 55, 'Plastic': 50}",low,10.7,2.2,23.54,4991,11,lcd
IN8392,InfoStar 9,29,278.78,Compact infotainment system.,infotainment,BrandD,17.29,2.48,"(0.68, 0.81, 0.51)","{'Glass': 50, 'Plastic': 44}",high,11.7,1.1,12.87,2001,45,tft
IN3548,SmartDash 2,11,421.78,Advanced infotainment system.,infotainment,BrandA,17.16,2.33,"(0.54, 0.61, 0.91)","{'Glass': 60, 'Plastic': 49}",high,11.3,2.5,28.25,2938,29,oled
IN7915,SmartDash 9,23,249.76,Advanced infotainment system.,infotainment,BrandA,17.99,2.12,"(0.8, 0.92, 0.83)","{'Glass': 50, 'Plastic': 60}",medium,8.0,2.1,16.8,3356,49,tft
IN2168,AutoConnect 6,37,203.17,Compact infotainment system.,infotainment,BrandA,17.21,2.36,"(0.68, 0.9, 0.65)","{'Glass': 58, 'Plastic': 57}",low,9.5,2.8,26.6,2466,46,oled
IN4318,SmartDash 9,42,334.13,Advanced infotainment system.,infotainment,BrandB,17.04,2.39,"(0.79, 0.54, 0.9)","{'Glass': 53, 'Plastic': 49}",medium,9.3,2.2,20.46,3102,44,lcd
IN9135,DriveVision 6,21,423.85,Feature-rich infotainment system.,infotainment,BrandD,17.23,2.27,"(0.69, 0.55, 0.8)","{'Glass': 51, 'Plastic': 59}",high,12.0,1.8,21.6,2369,-3,lcd
IN6577,DriveVision 8,36,230.9,Feature-rich infotainment system.,infotainment,BrandD,17.92,2.67,"(0.74, 0.93, 0.71)","{'Glass': 42, 'Plastic': 56}",medium,6.9,2.9,20.01,2350,10,led
IN1829,InfoStar 9,24,447.98,Compact infotainment system.,infotainment,BrandB,17.3,2.06,"(0.81, 0.71, 0.7)","{'Glass': 52, 'Plastic': 44}",low,5.3,1.1,5.83,3000,50,oled
IN4583,DriveVision 4,3,276.25,High-resolution infotainment system.,infotainment,BrandA,17.92,2.81,"(0.72, 0.8, 0.7)","{'Glass': 56, 'Plastic': 58}",undefined,6.8,2.6,17.68,3773,-7,oled
IN8204,SmartDash 3,13,295.78,Advanced infotainment system.,infotainment,BrandA,17.43,2.9,"(0.63, 0.97, 0.79)","{'Glass': 57, 'Plastic': 52}",high,8.0,2.1,16.8,4906,3,oled
IN6976,AutoConnect 8,20,335.0,Advanced infotainment system.,infotainment,BrandB,17.76,2.22,"(0.85, 0.82, 0.68)","{'Glass': 60, 'Plastic': 48}",medium,7.2,2.4,17.28,4918,52,tft
IN3829,AutoConnect 5,15,486.96,Feature-rich infotainment system.,infotainment,BrandA,17.39,2.29,"(0.71, 0.75, 0.63)","{'Glass': 50, 'Plastic': 59}",undefined,8.9,1.7,15.13,4096,48,lcd
IN7471,SmartDash 5,10,288.68,Compact infotainment system.,infotainment,BrandD,17.79,2.68,"(0.71, 0.61, 0.59)","{'Glass': 42, 'Plastic': 44}",high,8.7,2.2,19.14,2682,47,lcd
IN5277,DriveVision 3,39,274.96,Advanced infotainment system.,infotainment,BrandA,17.48,2.32,"(0.65, 0.9, 0.56)","{'Glass': 47, 'Plastic': 43}",undefined,5.9,1.5,8.85,4321,34,led
IN5803,SmartDash 3,40,426.89,Compact infotainment system.,infotainment,BrandA,17.53,2.92,"(0.92, 0.76, 0.99)","{'Glass': 60, 'Plastic': 58}",undefined,5.6,1.4,7.84,3007,52,lcd
IN6717,DriveVision 1,13,336.84,Compact infotainment system.,infotainment,BrandA,17.82,2.41,"(0.98, 0.62, 0.82)","{'Glass': 46, 'Plastic': 51}",medium,9.8,2.6,25.48,4795,-8,led
IN7500,InfoStar 3,10,422.11,Feature-rich infotainment system.,infotainment,BrandD,17.04,2.65,"(0.51, 0.61, 0.65)","{'Glass': 59, 'Plastic': 48}",low,10.8,1.7,18.36,4224,21,oled
IN5044,SmartDash 7,26,484.64,Advanced infotainment system.,infotainment,BrandB,17.8,2.93,"(1.0, 0.65, 0.7)","{'Glass': 56, 'Plastic': 45}",high,8.7,1.1,9.57,3223,25,tft
IN6214,AutoConnect 5,4,252.29,Advanced infotainment system.,infotainment,BrandA,17.04,2.31,"(0.85, 0.57, 0.56)","{'Glass': 47, 'Plastic': 54}",medium,6.6,1.9,12.54,2334,57,led
